评论日期,评论内容,产品名,点赞数,子评论数/追评数,一级评论,二级评论,三级评论
2025-08,"You’re always going to have that issue with webcams if you don’t look into them when talking. If you look at the screen while talking, it doesn’t matter where the camera is, you won’t be looking at your viewer. However, I agree having it off to the side is less desirable than having it centered.",,0,0,,,
2024,Thanks for the tips. Whenever you go to pick up something new there's always a 'meta' and gimmicky words.,,0,0,,,
2024,@btodtv can you review troner screenbar,,0,0,,,
2025,what about mounting it UNDER the monitor? :) Light bleed wont be an issue then haha,,0,0,,,
2024,"That's totally true, I  just bought my new 34' monitor and I can't put my light bar, cause is not narrow behind, and so fat, that this is suicide mission.",,0,0,,,
2024,"A very well put together video, taking into account every problem one might have with these light bars. Thank you very much, will take a look at the xiaomi one.",,1,0,,,
2025,Thank you for the video. It really helps me make a choice.,,0,0,,,
2024,has anyone tried to put lightbar under the monitor?,,0,0,,,
2026-05,"Broo just attach the led to your mic and adjust the light where you want 

Flexible Arm tag it behind your monitor back of the table",,0,0,,,
2024,What is the chair you are using here?,,1,0,,,
1年前（修改过）,"Very handy! Btw, BenQ offers a 20€/$ webcam accessory that sits on top of the ScreenBar Halo",,0,0,,,
2025-12,"By far the best monitor light bar video, it’s very detailed and covers all the challenges I’d been thinking about before making my purchase.
Thank you so much!",,1,0,,,
2024,Why is he calling xiaomi zaomi?,,0,0,,,
2024,Light bar will break some curved monitors ribbon cables over time.,,1,0,,,
2023,There's about 3 seconds of dead air at 3:59-4:02 which almost threw me off while I was listening to this in the background lol,,33,0,,,
2024,Id love the benq halo but its like 40% more expensive than im willing to pay heh.,,1,0,,,
2025,“It’s too expensive” I’d rather buy one that will work for years vs cheap ones that I’ll have to keep replacing.,,0,0,,,
2026-04,"This is not a clickbait title, I'd better really watch this before buying this bar. I have a 42in oled tv, and it can't fit in my thin frame, moreover it blind be because how high it located",,0,0,,,
2024,I’m just wanting a monitor light that fits my Neo G8,,1,0,,,
2023,Love the Benq lightbar. Hard to go back to any other one.,,27,0,,,
2024,"Awesome, thanks! I was about to get a light but I'm using two curved monitors: ultrawide and normal. It's not going to work!",,1,0,,,
2024,I have used  small magnet bar,,0,0,,,
2023,I'm using the Xiaomi bar and am quite happy with it. It fits really well on my monitor and I put my C920 webcam centered on top. The cam is front-back-held by the lightbar's mount. The USB cable that came with the lightbar sits between the back of the cam and the lightbar mount's joint and and because it's a flat cable it doesn't interfere with the cam's stability.,,148,0,,,
2025,"Unrequested sound advice: Lower the attack on the compressor you're using, it's very noticeable and annoying whenever a new cut is coming in.",,0,0,,,
2023,Could I use a monitor light bar with the HP M27FW monitor? It is very thin.,,2,0,,,
2024,Why is your monitor height so low compared to height of your eyes...,,0,0,,,
2025,"this z a good review, luv it = )",,0,0,,,
2025,you should try out quntis bar with halo.,,0,0,,,
2023,"I bought a MELIFO curved bar off Amazon that has been working very well for my double stack of 34"" Alienware ultrawides. My top monitor is angled in on the stack, so the the light stays off it completely.",,1,0,,,
2025,$100 for a bulb you can replace? Crazy,,0,0,,,
2024,"I just put my desk lamp behind the screen.
That feels pretty great, honestly.",,5,0,,,
2024,Isn't your screen too low? Maybe this is another video,,0,0,,,
2024,"Jokes on you, already brought one.",,0,0,,,
2024,What's the name of the device on your desk that lets you adjust the intensity by turning the wheel with your hands?,,2,0,,,
2024,"Look at the Diirglus, I got that after look at all of them, which comes with two that pair to one wireless puck remote. All for less then $75, I would love to see what you think about it as I think its a much more affordable offering and looks cleaner, and works great with 2 monitors.",,0,0,,,
2023,What 42” OLED monitor are you using in the video?,,1,0,,,
2025,May i know the desk clock brand and what docking station are you using?,,0,0,,,
2年前（修改过）,"Benq coat 180$, the xiaomi is 35$
I will keep my xiaomi, it's good enough and doesn't cost fortune for what is basically a desk lamp on a monitor.",,6,0,,,
2025,Definitely not paying the premium for the BenQ. Xiaomi it is,,0,0,,,
2024,"My cheap one from Ropelux (Amazon brand) has no tension on the hinge and it just hits the monitor. Theres a saying, ""When you go cheap you pay double."" Cant return it and its electronic trash now.",,0,0,,,
2年前（修改过）,So you are forcing me to buy benq.,,420,0,,,
2025-08,"hey thanks for the vid. i had been wondering how to pick a right light bar for my setup and haven’t found an ideal one yet. i always wondered how that tiny bar can make the ambient light seem more even. 
just an unrelated note, “xiaomi” is pronounced more similar to “shiao” than “ziao”. i say similar because it’s still not the same, but it’s definitely far closer to “sh” than the “z” sound. if you’re interested, copy this character and use google translate to pronounce it: 小",,0,0,,,
2025,"All worried about the webcam, but doesn't even have his monitor at an ergonomically correct height. Eyes should be straight in line with the top 3rd of your screen.",,9,0,,,
2024,Hey I have a question. Can I use it to my TV as a backlight? I want the light to be pointed on the back to the wall like some kind of back/hiden light,,2,0,,,
2024,"I found out I need a symmetrical light. My monitors are set with the center line at eye level, and even the ones that say they don't shine in your eyes....shine in my eyes or reflect off the screen. So I need one with a shutter on the front edge to block the light towards my eyes.",,6,0,,,
2024,Really good video should have more likes,,1,0,,,
2026-02,"I use incandescent lighting with cro 100 and no more leds. Those ugly, poor LCDs are enough for me.",,0,0,,,
2024,appreciate  the video with no crappy music,,2,0,,,
2025-10,Xiaomi is more like ShOWmi by the way.  ( ow sound ).  :3 and thanks for the video!,,0,0,,,
2024,"i m using local brand vey very cheap and its working good. benq is expensive, its just a light, u might got it free , because i herd benq is sending free for influencers who r promoting this. light should not be that expensive..",,1,0,,,
2024,A lot of work to create this video,,0,0,,,
2年前（修改过）,"Best solution I’ve found to solve the camera issue is just put it on the side and use nvidia broadcast (assuming you have any sort of nvidia gpu i your machine). 

It will automatically software zoom and pan the camera to center your upper body and head. It even has this beta feature that basically makes it look to your meeting participants as if you are looking directly at them. Best part is it’s free.",,19,0,,,
2年前（修改过）,I bought the XIAOMI Mi Computer Monitor Light bar and the light holder blocks the camera (when centered) on the Studio Camera!  It triggers anyone's OCD since the light sits about 1 inch to the right or left of the monitor!  That also means the illuminated area on the desk (keyboard) isn't centered.,,1,0,,,
2026-02,"Why does mine just not want to turn on unless i unplug and plug it back in, just for it to turn right off after 1 min. Can someone help",,0,0,,,
2025,Isn't there an arm for the webcam that you can buy?,,0,0,,,
2024,"Where is that ""wireless puck"" from",,0,0,,,
2025,Just becose you promote benq i'm convinced now to get a xiaomi . Thx !,,0,0,,,
2024,"FYI, Xiaomi is pronounced ""shau-mee"". The X is an ""sh"" sound, not a ""z"".",,11,0,,,
2024,"I actually have a hack for setting up the light bar: tape it to the bottom of the monitor. This might sound crazy but there's a lot of benefices for this setup: no screen glare, you won't see the light source directly, centered webcam, and if you have a monitor riser behind your monitor and your light bar has a remote knob, which is my case, you wouldn't see the light bar at all.",,1,0,,,
2025,"What’s the point of these light bars 
Please can someone explain?",,0,0,,,
2026-02,i am sorry but i am not paying 180$ for an LED strip attached to my monitor... The cost of production of that thing cannot be more than 10$,,0,0,,,
2024,I have the BenQ.  It is NOT very bright.  That's why I am shopping.  I would have preferred a plug in model to USB power because I WANT LIGHT!,,0,0,,,
2024,Boss how many monitors have you got,,0,0,,,
2025,"4 minutes into the video i notice..     you have been talking and talking,  but you did not yet say anything.",,2,0,,,
2024,So whats the point with light bar if you have a backlit keyboard? I'm redoin my office and every set up video i see has a light bar. But Ib cant think of a single time where i looked down at my keyboard and couldn't see the keys. Am i missing something here? Is this just the luxury of people with those fancy artisan keyboards with no backlight?,,2,0,,,
2024,"Great video!! BTW, the chair seems to be so ergonomically designed, may I know the brand and the model? Thanks!",,2,0,,,
2024,"Why arent lightbars mounted under the monitor?

Reasoning, the monitor itself is a light source, you only need/want light on the table. You dont want external light on the monitor to reduce glare, therefore, you have to go out of your way to make sure light does not hit the surface of the monitor. 

If we put lights under the monitor, does that not solve all the problems?",,2,0,,,
2025,What are the speakers,,0,0,,,
2024,"​ Xiaomi is better, benq is too expensive for a light. I got the cheapest one, only issue was quality of it's hinges, but the quality of dispersed light was no less than any branded one. I also used a professional softbox with cheap continuous adjusted light which was more value for money and serving both purpose.the whole setup was less expensive than this benq light, you can even make your own Ceiling hanging light with soft disperse paper on it in a  few bucks, don't be fooled by these brands these youtuber are making all of us fool",,0,0,,,
2025,Still… not sure what to do with a dual monitor set up…,,2,0,,,
2026-02,Light bar won't provide light to the entire desk,,0,0,,,
2024,Never used one and totally don't see the point of it. Get yourself a good enough light and you're done.,,1,0,,,
2024,Well duh,,0,0,,,
2024,Light bar vs eye checked? Get your eyes checked!,,3,0,,,
2025,"Its pronounced ""shaow mi"" sha-ow mi",,0,0,,,
2024,"You use a monitor light bar; your opinion is invalid lol. But I agree, I use a 43” PC monitor from Samsung and it’s way better than 2 monitors imo.",,0,0,,,
2025,"Before going into this, I thought ""You're going to suggest the most overpriced product aren't you""

Well then.",,0,0,,,
2025,"I've never used these lights but it just seems so wrong to put a light anywhere over a screen.  Why not just mount it below the monitor if you have the monitor raised?  (The monitor is too low in this setup as his eyes should be at least at the top of the monitor though most people prefer them lower, maybe at 2/3 up.)  

Some people just like to slouch at a desk and if your monitor is too low you will slouch more easily.  Many people have just accepted lousy ergonomics thanks to so many monitors not having adjustable height.  But there are things called books that can raise that monitor easily if you don't want to use a monitor arm.",,0,0,,,
2024,Why not just turn on a 0 watt bulb in ur room rather than buying these expensive gizmos ?,,2,0,,,
2025,This is basically an ad nothing about bias lighting,,0,0,,,
2024,"monitor manufacture spend dozen of year to develope anti glare, some guy start this stupid trend of placeing a overprice light bar on top of the monitor",,0,0,,,
2024,So what do i need to see this video before I buy you. You didnt fix anything. You didnt really say anything except you like this one and not another.,,2,0,,,
2024,No surprise you are no fan of curved monitors as you clearly don't know how to use them. Maximized website? Just to watch YT? Damn...,,1,0,,,
2024,Yet you did not provide a solution for the friggin camera…,,0,0,,,
3年前（修改过）,"I don't have any plans to get a light bar anytime soon, but it's definitely something I want to get in the future.

At the moment, I have a standard desk lamp which does the job just fine.

However, when I decide to finally have the courage to build my own custom PC, then I'm definitely going to replace my lamp with a light bar to save space on my desk.",,2,0,,,
2023,Whats the point? Get a light up keyboard and a lamp. Boom now you don't have a tacky light above your monitor.,,7,0,,,
2024,"Why not simply turn on the main room lighting, sounds like light bars (according to this review), add extra clutter, take away from the aesthetics and have the ability to shine on un-wanted surfaces.",,5,0,,,
2024,enough of all these fakers. who the f the desk is this clean if you really use it for daily purpose!? come on.,,0,0,,,
2025,"I bought them but never used them. I think they are completely useless. Use your room light, that’s it.",,0,0,,,
2025,"The title and intro to this video are both terrible. There is nothing in this video that justifies the title. I get that clickbait gets views, but this is exactly why so many people get tricked into watching videos they don’t need to watch. That wastes their time, and time is incredibly valuable. Tricking people into watching a video should be discouraged and called out. I don’t like being negative, but stuff that wastes people’s time deserves to be called out.",,1,0,,,
2年前（修改过）,terrible misleading click-bait title... thumbs down for this and i'm not sorry.,,0,0,,,
2024,you have spoken completely nonsense,,1,0,,,
2023,"unbelievable that people still buy lightbars... they have absolute ZERO function or practicality. Its the 2020s! not 1990s FFS!
The light source needs to be behind the monitor screen, NOT infront XD",,4,0,,,
2025,"Thank, I wish BenQ wasn't 3x more expendive.

God bless.",,0,0,,,
2024,"This was a very illuminating video, Greg. Thanks.",,212,0,,,
2024,"我买了个Quntis的LED灯条，当时觉得BenQ的太贵了。结果我大错特错！一分钱一分货！

Quntis的灯条虽然不会在屏幕上反光，但它会把屏幕上的每一粒细小的灰尘都照出来，而且光线刺得我眼睛疼。

灰尘快把我逼疯了。我每天都要擦。

我刚买了BenQ，简直天壤之别！

它的光线非常集中，既不会照出灰尘，也不会刺得我眼睛疼。",,18,0,,,
2025,"no bs, straight to the point, thx",,7,0,,,
2024,does any of these able to mount on Alienware new monitor AW2725DF?,,0,0,,,
2024,Great review!,,0,0,,,
2025,"I have this xiaomi light bar for over a year, and i love it. I have not even had to change the batteries in the wireless puck. Oh, and i got it at a much less price.",,0,0,,,
2025,I love your digital clock sir  where would I purchase this little beauty? Thanks!,,0,0,,,
2024,Great video. What stands are they for your SW-208 speakers? They look cool.,,0,0,,,
2024,these light bulbs have no reason to be this expensive,,84,0,,,
2025,What about yeelight led screen light bar pro?,,0,0,,,
2025,Xiaomi one is the best bang for the buck,,1,0,,,
2024,"I'm using the Xiaomi one. Imho, it provides the best price to performance ratio (especially by having the settings puck).",,61,0,,,
2024,Cuál me recomiendas para un monitor ultragear LG?,,0,0,,,
2024,What’s the monitor with the white bezels? Looks great!,,3,0,,,
2年前（修改过）,bought the xiaomi for 40$. I´m more then happy with it on my Dell monitor setup.,,1,0,,,
2024,monitor stand? hard to find narrow ones...,,1,0,,,
2024,This channel rules,,7,0,,,
2025,Baseus squeezes the monitor…,,0,0,,,
2025,Xiaomi gives the best value to performance ratio.,,0,0,,,
2025,you don´t use UPS ?,,0,0,,,
2024,Why isnt the puck rechargeable at a 200$ price range. Jeez,,6,0,,,
2年前（修改过）,"I'm currently using the Xiaomi light bar, and I can verify that it provides asymmetric lighting. You just need to adjust the angle of the light bar. Overall, I am highly satisfied with its quality, price, and performance. BenQ, while undoubtedly good, falls outside my budget, and I find it challenging to justify the steep pricing. The Xiaomi light bar also functions exceptionally well as a study table lamp. Highly recommend checking out if helps anyone deciding which to get.",,51,0,,,
2024,What is the purpose of this gadget ?,,2,0,,,
2025,"Much prefer the Halo to the Pro, the backlight is a key feature, it really rests your eyes if working against a surface that would otherwise be dark. The puck is fabulous and really intuitive. I didn’t really like having to touch the pro bar to make adjustments once I’d used a puck, touching the bar to adjust felt clunky after the puck. Definitely worth the extra $40 dollars or so in my opinion. There is no difference in the light quality in my opinion although the Pro is designed to meet a newer standard. I can’t personally detect it but perhaps over the long term it can be felt in terms of eye care, I’m not sure.",,3,0,,,
2024,"After using BenQ and other brands, you can clearly feel the difference between BenQ, especially the asymmetric light if there is no obvious cutoff line, but instead of letting the light reflected to the eyes, causing eye discomfort.",,12,0,,,
2024,"Ever since I switched to AW2723DF monitor, I could never use my xiaomi light bar due to the thickness of the monitor. Any solution for this?",,2,0,,,
2024,Is it worth spending the extra money on Benq Halo only for the dial ?.. and does the normal Benq ScreenBar have saved settings option ?,,0,0,,,
2024,"The BenQ doesn't mount on Alienware 34"" curved monitor. Believe me. I tried...",,2,0,,,
2024,"Might be a strange question, but is there a reason you sit so far away from your monitor at 6:54? I thought generally you want one arms length away. That distance looks more like 2.5 arms lengths. Does the monitor arm not allow the monitors to extend closer? Or could the keyboard not be placed on the desk vs the tray?",,4,0,,,
2024,"interesting that none are catering for a split scenario to mount a webcam on the top-middle of the monitor, really needed plus curved options, incl. being asymmetric as a must!",,1,0,,,
2024,"problem with all these light bar for mac users, is that the holder blocks both iMac and Apple studio display microphone, which has 2 openings on top and 1 on the back, exactly where the light bar base sits.",,2,0,,,
2024,Can anyone comment on the IKEA LAGERGÅNG? Im looking for a budget light bar.,,3,0,,,
2024,"Quntis ScreenLinear Pro+ is aimed to Curved Monitors, and looks asymmetrical to me, good enough in comparison with any BenQ light bar, I wonder why didn't you include it in this review.",,8,0,,,
2024,Why not put the light in the house on or room why work in a dark room that you need monitor light,,3,0,,,
2024,"People will buy anything. An led strip in a tube for 100-170 bucks is crazy  
And even the cheap options crazy",,2,0,,,
2年前（修改过）,"Xiaomi pronounced Syao - mee, not Zaomee lol",,0,0,,,
2025,"no, no it’s not",,0,0,,,
2025,"Why would anyone want to out a light on top of a monitor? The glare and light pollution should be dealbreakers. Why not just have one at the bottom shining down on your keyboard, etc? That’s the dark area that needs illuminating, not the light source (ie the monitor).",,2,0,,,
2024,Anyone buying the BenQ is getting robbed not gonna lie.,,5,0,,,
2025,"Of course the most expensive option is the best, these guys always do the same with their reviews",,1,0,,,
2024,"Xioami is pronounced Siao-mi. Every time you see X in Chinese, it’s pronounced S. I don’t know why they used X.",,6,0,,,
2026-05,"u have not tesed any of these, ur using clips from other yotubers and all u do is comment.. slop content",,0,0,,,
2025,That is one ugly monitor,,0,0,,,
2024,nobody needs that redundant product,,0,0,,,
2025,"Ridiculous that this guy does not take into account the most common thing ever on a top of a screes, specially nowadays... A WEB CAM!!! Where should I place the light if the space is already taken by the Web Cam?? How would it affect the actual web cam light management? Pretty useless review noob",,0,0,,,
2024,why people are using this? why?,,2,0,,,
2025-10,the shopee voucher doesnt work?,,0,0,,,
2025-12,Thanks for the review,,1,0,,,
2026-03,Great Video and review! Thank you!,,1,0,,,
2025-08,I am wondering if they will send all those power adapters to all parts of the world or they remove some depending on the destination. Are you able to tell?,,0,0,,,
2025-11,"Nice review, Do you know if a single remote can control multiple lights, for example for a multi monitor set up?,",,1,0,,,
2025-09,simply switch on the room light. :),,0,0,,,
2025-09,You look like Kiefer Sutherland,,1,0,,,
2025-08,Why is that light needed?,,1,0,,,
2026-01,Thanks for a comprehensive comparison of the two!,,2,0,,,
11个月前（修改过）,"Thank you for the extensive comparison!
Your video is such a gem.",,3,0,,,
2025-08,"HI, thx for the video. Could you please share the model of your arm stand ?",,0,0,,,
2025-12,Did you actually buy the light?,,0,0,,,
2025,"Thanks for sharing this video! I didn't use mine for 2 years since I was near a glass window and didn't like the glare. Now that it's (the backlight) against a wall, wow! I love it. I'm thinking of upgrading to the Halo 2.  How do the lowest light settings compare?  I wish the light would go dimmer for late nights (and more yellow).",,2,0,,,
2025-12,Plan to purchase the Halo 2 within the next month.  Just wish the back light was lower like the original halo,,1,0,,,
2026-03,The Xiaomi light bar can be rotated within the clamp to adjust the angle of the light.,,4,0,,,
2025,"The fact that I was looking for light bars,  this popped up thanks merk.",,0,0,,,
2025,"The video was extremely helpful, thanks! I know which one to go with now.",,0,0,,,
2025-09,Any toughts on Phoenix Helios Pro?,,0,0,,,
2025,Great and simple review.,,0,0,,,
2025,Love the PBTFans X-Ray! What mouse is that?,,0,0,,,
2025,Nice comparison. Could you  check if any light reflects off the screen? You only need to put a sheet of paper next to the monitor,,8,0,,,
2025,Is this sponsored by Quntis?,,41,0,,,
2025,Wonder how those compares to the benq one,,3,0,,,
2025,This is an awesome and super short comparison!  I've had the Xiaomi Light Bar in my upstairs office for about a year and it treats me great BUT it doesn't fit perfectly without a little extra tape on my giant monitor.  I might pick up the Quntis for my basement laboratory now that I see the control puck from your pov.  Thank you!,,4,0,,,
2025,what mouse mat is that?,,0,0,,,
2025-12,How to open the Xiaomi controller?,,1,0,,,
2025,i like the xiaomi remote better. Even better is the Yeelight rgb pro lightbar.. i got one for 35$. its got rgb backlight if you are into that.. but also ambilight and works with google and alexa,,6,0,,,
2023,"As soon as he said, ""I can tell you right up front I'm not gonna make you watch the whole video"" -- MY MAN 
I instantly hit the subscribe button but I did watch the whole video because you already kept it short and sweet under 4 minutes!",,110,0,,,
2022,"Just because you recommended which one to buy from the start of the video, enough for me to subscribe to your channel.",,371,0,,,
2023,"I subscribed because you told me your result right off the bat, and then proceeded to explain your argument. nice.",,6,0,,,
2025,Appreciate being straight to the point from the very beginning and not always promoting the most expensive product.,,6,0,,,
1年前（修改过）,"Thank you for stating your answer right at the beginning, this made me want to know why so I watched the whole video.",,5,0,,,
2023,Straight to the point and clear. Earned a subscriber mate!,,3,0,,,
2026-03,I immediately liked this because he said pain in the ass and he sounds real to me and thanks for being real. You’re dope man I hope life is well.,,0,0,,,
2023,No BS - To the point video. Great review. Good Job. Thank you.,,7,0,,,
2026-02,Giving the recommendation from the get go? You sir just got a new subscriber!!,,0,0,,,
2026-05,"Subscribed. That’s what we need here, be honest up front, then describe why.",,0,0,,,
2025,Thank you for the early recommendation - subscribed just based on that principle!,,0,0,,,
2025,Got straight to the point love to see it.,,0,0,,,
2023,"Great video nice short and sharp I have bought the quintis one but yet to use 
Thank You",,0,0,,,
2023,OMGOSH I love you... thanks for telling me upfront which one I can get. I'm going to watch the whole video for being so authentic.,,0,0,,,
2024,Only needed to watch 1/3 of the video thx,,0,0,,,
2026-03,thank you for giving your recommendation up front.,,0,0,,,
2022,thx for going directly to the point. :),,1,0,,,
2022,I have the Quntis light bar and its more or less the same. I like it.,,3,0,,,
2025,Thanks man! Subscribed,,2,0,,,
2023,Great short and very informative video,,0,0,,,
2022,"Nice vid, well done.  Good luck with the algorithm...",,7,0,,,
2022,"straight to the point, love it!",,1,0,,,
2022,Nice short review,,1,0,,,
2026-06-18,Got right to the point. Subbed because of it. Thx brother,,0,0,,,
2025-09,"Super useful video, thanks! I thought the BenQ was overpriced, I'll go for the Quntis curved for my 49"" Philips",,0,0,,,
2025,I’ll wait for even the cheaper brand Qunts’R’Us coming out soon,,1,0,,,
2023,"great video, love the fact you were to the point and didn't make us watch all the way through for a conclusion.",,3,0,,,
2022,"You must have read my mind making this vid, exactly what I needed to know, thanks!",,3,0,,,
2023,Recommended the better one at the start of video? Got a sub,,1,0,,,
2024,"Thanks, precise and nice comparison. I'll go with Quntis as it's more value for the money",,1,0,,,
4年前（修改过）,Liked the video for going straight to the point in 30 seconds. Great video and thank you for your recommendation.,,5,0,,,
2023,"Just a short comment to say thanks. Short and concise video, no BS, recommendation up front. Will drop you a like, best of luck with your channel!",,6,0,,,
2022,Appreciate how you summed it up at the start,,2,0,,,
2022,"Thanks for being concise and quick on the review, been looking at the BenQ for about 8 months but just couldn't hit that add to cart button...ran across the ScreenLienar Pro this weekend and been doing research, you and several others have slid the needle over to Quntis' side.",,14,0,,,
2022,Thank you for the clear and reasonable answer! I had a doubt what to buy but now I know :),,2,0,,,
2024,"Yeah, respect to you for cutting to the chase with the recommendation, dude!",,2,0,,,
2023,Thanks for the to the point and concise video - really happy picking up the Qutinis on all the points you covered.,,1,0,,,
2025,The screen glare... For some reason no one talks about it.,,0,0,,,
2025,Wish everyone was like this guy — sweet and to the point! Excellent review!,,1,0,,,
2026-02,"Just lookin now to buy Quntis Monitor Light Bar, does it create glare on monitor?",,0,0,,,
2025-11,"Thank you for being upfront, i just ordered the cheap Quntis and subbed",,1,0,,,
4年前（修改过）,Great review! Thank you! Just purchased from your link!,,1,0,,,
2025,I have two monitors and have been thinking of getting one of each. Any advice for or against this?  Does anyone else use two light bars for a double monitor set up?,,0,0,,,
2022,Just what I was looking for. Thanks :) !,,1,0,,,
2025,Would you rate the quintis over the xiomi light bar - they’re similar price range,,0,0,,,
2022,"great video, helped me decide on which it purchase!",,2,0,,,
3年前（修改过）,"Tells you right from the start, not too long video and detailed...subscribed sir.",,1,0,,,
3年前（修改过）,"Thanks for the vdo.   the common issue i found for all these light bars is the adjustable angle. you will not have an issue when you use it as a default. when you tile up the light bar to a different angle, you will see the LED lights from the light bar and they are bright and the light will go into your eyes when u look at the screen.",,0,0,,,
2024,What is your light in background?,,0,0,,,
2026-01,That obvious light reflection on your screen,,0,0,,,
2023,"nice quick review, right to the point. Love it.",,1,0,,,
2023,"Subscribed because your presentation format, as mentioned by another commentor. Well done!",,1,0,,,
2022,subscribed because you gave the answer right at the beginning of the video,,1,0,,,
2022,"Damn. I'm a guy, but you sure as hell are a good looking dude. Haven't said that to another guy on youtube before lol.",,2,0,,,
2023,nice pace of the video. Thank you for your review,,1,0,,,
2023,"Great video, really considerate, thank you!",,1,0,,,
2025,That kinda felt more like just some on paper specs. You made a video about lighting device and spoke nothing about the lighting?,,0,0,,,
2022,thumbs up for just getting to the bottom line right away,,2,0,,,
2025-09,Nice information.,,2,0,,,
2025-11,"Thanks for the comparison, thanks for the up front answer, I did stay to the end but appreciate it all the same",,1,0,,,
2023,Thank you. Excellent advice.,,1,0,,,
2025,"concise and precise, you won your like and sub",,1,0,,,
2022,Great video! Thank you!,,1,0,,,
2023,What monitorarm are you using?,,1,0,,,
2022,Thank you for your vedio. it helps a lot. I just order quntis for my dry eye hh,,1,0,,,
2025,Great review! Thank you,,2,0,,,
2025,so... quntis or onway? for curved monitors,,0,0,,,
2022,"Thank you for your video. On point and informative. Nice touch giving us your conclusion right off the bat. Might I suggest for future reference that you demonstrate a bit of how the equipment works? I think it could make your video feel more complete, like how things actually compare in quality, function etc. Unless ofc your goal is to keep it short.",,4,0,,,
2023,"comparison, thanks",,1,0,,,
2024,Great job - keep it up,,1,0,,,
2025-12,"Telling us which one is better in the 1st 30 seconds 
Pretty awesome 
I’m subscribing",,1,0,,,
2022,senks you men!! dudd video,,1,0,,,
2025-09,"""not gonna make you watch the whole video, i'll tell you right now"" HELL YEAH brother. still watched the whole thing!",,1,0,,,
2025,1:50 You could see the light reflection from Quntis (on right-hand side) near the bottom of the monitor. It seems that light is not contained well. I found it weird that you compared features between the 2 lights but didn't touch on the quality of light itself.,,4,0,,,
2024,Nice one Corey.  Straight to the point.  It's the Quntis for me too.  Who thought up the brand name?  Not so good...,,1,0,,,
2025-12,lvoe u vid!!,,1,0,,,
2023,"Ew and the prices have gone up, on both. 
Appreciated values  lawd",,1,0,,,
2022,thumbs up for telling up front,,2,0,,,
2025,how all videos should be,,1,0,,,
2023,Yes BenQ are ripping people off it most certainly isn’t worth 149 for a monitor light bar at all.,,0,0,,,
2022,Thank you sir,,1,0,,,
2022,It could work if I have an imac 21.5 inch?. Thanks for the video.,,1,0,,,
2022,My bank account thanks you!,,2,0,,,
2022,Would the Quntis mount be a purchasing factor? I see in the video it doesnt sit flush against the screen. More floating.,,1,0,,,
2024,can you plug this in a usb brick to use it even if your computer is off?,,1,0,,,
2025,"hey people, where do you put your webcam when you put a light on top of your screen",,1,0,,,
2022,"I'm wondering if it would be worth using two on a 42"" monitor. Your thoughts?",,1,0,,,
2022,"Not 65,000 K but 6500 K. The mount system on the BenQ is much better. Yet as you said if you don't need the higher quality and is for general use the cheap version will do well for most. The BenQ is worth the difference for those needing light qualities high enough for validating prints and or destination workspaces.",,6,0,,,
2025,"two monitors, do I need two?",,1,0,,,
2022,"that's .... a lot for a light bar to be honest. insane prices, what the hell is going on here?",,1,0,,,
2022,"If the back of my monitor is curved would the Quntis work?  I've been hearing its not really ""latched"" on well.",,1,0,,,
2024,"Hi. Thanks. Do you think Quntis is a suitable choice for the LG UltraWide 34WQ75C monitor? Also, I'm curious if it would cause any damage to the monitor's screen or edges?",,1,0,,,
3年前（修改过）,"Hi Corey,  i will definitely go and buy the Quntis for my LENOVO MONITOR q27q-20 i have to buy it on Amazon UK because Amazon NL, Netherlands - it's where i live - does not sell it. BTW: You are right : The BenQ is too expensive ! Glenn",,1,0,,,
2024,"Poor review, comparison based on ""price and finish"". You did not compare the line of the light beam, its clarity and direction. I conclude that this is Quntis' weak point",,1,0,,,
2024,"No one talks about how the Quntis doesn’t fully cut the light off the screen. You can easily see the difference even in your video at 1:50. The Benq has a shadow on the desk and the bottom bevel doesn’t have light on it. The Quntis doesn’t cut light well straight down so you have light on the monitor, and if you tilt the light away from the monitor it’s in your eyes. I find this difference completely worth the price difference long term so I don’t have to be annoyed that I have light on my screen.",,1,0,,,
2023,"I bought the Quantis and came here to see if it was justified. Also, quantis say curved screen compatible so more plus for me",,1,0,,,
2023,I appreciate that you answered the question we all had at the beginning. Straightforwardness 🟰 win for me. Immediate thumbs up and I watched the rest of your video to hear your rationale. Thanks,,1,0,,,
2026-04,"Proで十分です。
明るさオートにすれば良いですし、自動消灯OFFにも出来ます。
Haloは、デスク周りをすっきりさせたい人にとってはリモコンが邪魔になります。
明るさを逐一変更する事はしないですし、ON,OFFするだけならProで十分です。",,4,0,,,
2025,ProのCurved Ver.を望む！,,1,0,,,
2024,Peo楽天で買おうと思ったら、売り切れなんだよな…,,0,0,,,
2025,机とモニターライトの高さはどれくらいでしょうか？ライトは直接目に当たりませんか？,,4,0,,,
2024,"こちらの動画を見る前に、Proの方が5000円くらい安かったのと見た目でProを買ったのですが、この明るさはモニターライトとして＋デスクライトも兼ねられるような明るさですね！
ちなみに自動消灯ですが、一番右のボタンをOFFにすれば無効にできませんか？",,9,0,,,
2026-06-11,"broo mai trading karta hu so is that good for me meri eyesight week o gyi hai long sessions se should i go for it now a days i only use 8 hours max , ultra wide moniter 34 inch",,0,0,,,
2026-04,Bro me anime hindi wale konsi website per dekhu,,1,0,,,
